n,tempo_de_execucao
10,2e-06 segundos
12,4e-06 segundos
14,1.2e-05 segundos
16,1.5e-05 segundos
18,3.8e-05 segundos
20,9.8e-05 segundos
22,0.000245 segundos
24,0.000621 segundos
26,0.00163 segundos
28,0.004311 segundos
30,0.011182 segundos
32,0.027926 segundos
34,0.073579 segundos
36,0.191362 segundos
38,1.54561 segundos
40,6.43498 segundos
42,6.55296 segundos
44,9.9224 segundos
46,16.0759 segundos
48,53.0023 segundos
50,123.174 segundos
