n,tempo_de_execucao
44210,0.000207 segundos
44310,0.000207 segundos
44410,0.00036 segundos
44510,0.000234 segundos
44610,0.000217 segundos
44710,0.000213 segundos
44810,0.000346 segundos
44910,0.000208 segundos
45010,0.000199 segundos
45110,0.000199 segundos
45210,0.000215 segundos
45310,0.000237 segundos
45410,0.000216 segundos
45510,0.000202 segundos
45610,0.000228 segundos
45710,0.000217 segundos
45810,0.000202 segundos
45910,0.000217 segundos
46010,0.000226 segundos
46110,0.000367 segundos
46210,0.000222 segundos
46310,0.000235 segundos
46410,0.000238 segundos
46510,0.000207 segundos
46610,0.000248 segundos
46710,0.000226 segundos
46810,0.000256 segundos
46910,0.000219 segundos
47010,0.000221 segundos
47110,0.000224 segundos
47210,0.000241 segundos
47310,0.000209 segundos
47410,0.000234 segundos
47510,0.000219 segundos
47610,0.000214 segundos
47710,0.00022 segundos
47810,0.00022 segundos
47910,0.000225 segundos
48010,0.00022 segundos
48110,0.000218 segundos
48210,0.000243 segundos
48310,0.000225 segundos
48410,0.00023 segundos
48510,0.000214 segundos
48610,0.000228 segundos
48710,0.000245 segundos
48810,0.000229 segundos
48910,0.000235 segundos
49010,0.000245 segundos
49110,0.000217 segundos
49210,0.000248 segundos
49310,0.000255 segundos
49410,0.000247 segundos
49510,0.000247 segundos
49610,0.000266 segundos
49710,0.000245 segundos
49810,0.00022 segundos
49910,0.000253 segundos
50010,0.000317 segundos
50110,0.000238 segundos
50210,0.00023 segundos
50310,0.000222 segundos
50410,0.000248 segundos
50510,0.000246 segundos
50610,0.000241 segundos
50710,0.000257 segundos
50810,0.000224 segundos
50910,0.000241 segundos
51010,0.000256 segundos
51110,0.000244 segundos
51210,0.000258 segundos
51310,0.000234 segundos
51410,0.00026 segundos
51510,0.000245 segundos
51610,0.000276 segundos
51710,0.000248 segundos
51810,0.000401 segundos
51910,0.000253 segundos
52010,0.000325 segundos
52110,0.000266 segundos
52210,0.000236 segundos
52310,0.000238 segundos
52410,0.000271 segundos
52510,0.000259 segundos
52610,0.000235 segundos
52710,0.000259 segundos
52810,0.000265 segundos
52910,0.000251 segundos
53010,0.000234 segundos
53110,0.000247 segundos
53210,0.000327 segundos
53310,0.000236 segundos
53410,0.00026 segundos
53510,0.000236 segundos
53610,0.000268 segundos
53710,0.000237 segundos
53810,0.000244 segundos
53910,0.00027 segundos
54010,0.000412 segundos
54110,0.000239 segundos
54210,0.00025 segundos
54310,0.000277 segundos
54410,0.000279 segundos
54510,0.000269 segundos
54610,0.000241 segundos
54710,0.000268 segundos
54810,0.00027 segundos
54910,0.000276 segundos
55010,0.000254 segundos
55110,0.00027 segundos
55210,0.000259 segundos
55310,0.000247 segundos
55410,0.000244 segundos
55510,0.000283 segundos
55610,0.000436 segundos
55710,0.000289 segundos
55810,0.000265 segundos
55910,0.000369 segundos
56010,0.000274 segundos
56110,0.000274 segundos
56210,0.000261 segundos
56310,0.000248 segundos
56410,0.000271 segundos
56510,0.000258 segundos
56610,0.00025 segundos
56710,0.000275 segundos
56810,0.00025 segundos
56910,0.000268 segundos
57010,0.000251 segundos
57110,0.000246 segundos
57210,0.000262 segundos
57310,0.000255 segundos
57410,0.000239 segundos
57510,0.000252 segundos
57610,0.000278 segundos
57710,0.000265 segundos
57810,0.000307 segundos
57910,0.000273 segundos
58010,0.000281 segundos
58110,0.000266 segundos
58210,0.00026 segundos
58310,0.000249 segundos
58410,0.000243 segundos
58510,0.000244 segundos
58610,0.000278 segundos
58710,0.000278 segundos
58810,0.000266 segundos
58910,0.000303 segundos
59010,0.000255 segundos
59110,0.000274 segundos
59210,0.000273 segundos
59310,0.000275 segundos
59410,0.000262 segundos
59510,0.000263 segundos
59610,0.000263 segundos
59710,0.000282 segundos
59810,0.000249 segundos
59910,0.000278 segundos
60010,0.000249 segundos
60110,0.00025 segundos
60210,0.000267 segundos
60310,0.000302 segundos
60410,0.000251 segundos
60510,0.000274 segundos
60610,0.000268 segundos
60710,0.000283 segundos
60810,0.000283 segundos
60910,0.0003 segundos
61010,0.00026 segundos
61110,0.000258 segundos
61210,0.000255 segundos
61310,0.000371 segundos
61410,0.000281 segundos
61510,0.000288 segundos
61610,0.000259 segundos
61710,0.00029 segundos
61810,0.00027 segundos
61910,0.000276 segundos
62010,0.000287 segundos
62110,0.000277 segundos
62210,0.000292 segundos
62310,0.000284 segundos
62410,0.000286 segundos
62510,0.000296 segundos
62610,0.000306 segundos
62710,0.00028 segundos
62810,0.000276 segundos
62910,0.000271 segundos
63010,0.000261 segundos
63110,0.000262 segundos
63210,0.000297 segundos
63310,0.000291 segundos
63410,0.000264 segundos
63510,0.000276 segundos
63610,0.000275 segundos
63710,0.000275 segundos
63810,0.000282 segundos
63910,0.000285 segundos
64010,0.000287 segundos
64110,0.000266 segundos
64210,0.000277 segundos
64310,0.000266 segundos
64410,0.000274 segundos
64510,0.000302 segundos
64610,0.00034 segundos
64710,0.000311 segundos
64810,0.00031 segundos
64910,0.000305 segundos
65010,0.000304 segundos
65110,0.000296 segundos
65210,0.000288 segundos
65310,0.000307 segundos
65410,0.000286 segundos
65510,0.000291 segundos
65610,0.000283 segundos
65710,0.000317 segundos
65810,0.00029 segundos
65910,0.000304 segundos
66010,0.000292 segundos
66110,0.000302 segundos
66210,0.0003 segundos
66310,0.000305 segundos
66410,0.000297 segundos
66510,0.000307 segundos
66610,0.000301 segundos
66710,0.000277 segundos
66810,0.000286 segundos
66910,0.000302 segundos
67010,0.000313 segundos
67110,0.000306 segundos
67210,0.000279 segundos
67310,0.000311 segundos
67410,0.000281 segundos
67510,0.00031 segundos
67610,0.00029 segundos
67710,0.000298 segundos
67810,0.000311 segundos
67910,0.000291 segundos
68010,0.000309 segundos
68110,0.000325 segundos
68210,0.000302 segundos
68310,0.000349 segundos
68410,0.000308 segundos
68510,0.000325 segundos
68610,0.000325 segundos
68710,0.000324 segundos
68810,0.00032 segundos
68910,0.000307 segundos
69010,0.000319 segundos
69110,0.000305 segundos
69210,0.000337 segundos
69310,0.000301 segundos
69410,0.000438 segundos
69510,0.000326 segundos
69610,0.000327 segundos
69710,0.000324 segundos
69810,0.000321 segundos
69910,0.000303 segundos
70010,0.000332 segundos
70110,0.000533 segundos
70210,0.000327 segundos
70310,0.000291 segundos
70410,0.000325 segundos
70510,0.000326 segundos
70610,0.000309 segundos
70710,0.000339 segundos
70810,0.000295 segundos
70910,0.000307 segundos
71010,0.000313 segundos
71110,0.0003 segundos
71210,0.00034 segundos
71310,0.000315 segundos
71410,0.000363 segundos
71510,0.000297 segundos
71610,0.000329 segundos
71710,0.000329 segundos
71810,0.000344 segundos
71910,0.000335 segundos
72010,0.000316 segundos
72110,0.000335 segundos
72210,0.000352 segundos
72310,0.000338 segundos
72410,0.000327 segundos
72510,0.000434 segundos
72610,0.000333 segundos
72710,0.000348 segundos
72810,0.000492 segundos
72910,0.000376 segundos
73010,0.000345 segundos
73110,0.000326 segundos
73210,0.000343 segundos
73310,0.000346 segundos
73410,0.000342 segundos
73510,0.000339 segundos
73610,0.000542 segundos
73710,0.000338 segundos
73810,0.000324 segundos
73910,0.000332 segundos
74010,0.00034 segundos
74110,0.000349 segundos
74210,0.000332 segundos
74310,0.000366 segundos
74410,0.000473 segundos
74510,0.000543 segundos
74610,0.000344 segundos
74710,0.000409 segundos
74810,0.000354 segundos
74910,0.000348 segundos
75010,0.000494 segundos
75110,0.000353 segundos
75210,0.000498 segundos
75310,0.000345 segundos
75410,0.000313 segundos
75510,0.000351 segundos
75610,0.000468 segundos
75710,0.000365 segundos
75810,0.000351 segundos
75910,0.000356 segundos
76010,0.000577 segundos
76110,0.000365 segundos
76210,0.000357 segundos
76310,0.000428 segundos
76410,0.000477 segundos
76510,0.000343 segundos
76610,0.000356 segundos
76710,0.00039 segundos
76810,0.000352 segundos
76910,0.000347 segundos
77010,0.00035 segundos
77110,0.000466 segundos
77210,0.000377 segundos
77310,0.000321 segundos
