n,tempo_de_execucao
271710,0.000977 segundos
271810,0.000963 segundos
271910,0.000977 segundos
272010,0.000983 segundos
272110,0.001029 segundos
272210,0.000968 segundos
272310,0.001013 segundos
272410,0.000992 segundos
272510,0.001078 segundos
272610,0.000983 segundos
272710,0.001129 segundos
272810,0.001051 segundos
272910,0.000973 segundos
273010,0.001032 segundos
273110,0.001001 segundos
273210,0.000992 segundos
273310,0.001111 segundos
273410,0.001133 segundos
273510,0.001126 segundos
273610,0.001125 segundos
273710,0.001186 segundos
273810,0.001291 segundos
273910,0.001161 segundos
274010,0.000996 segundos
274110,0.00113 segundos
274210,0.001207 segundos
274310,0.001031 segundos
274410,0.000974 segundos
274510,0.000973 segundos
274610,0.000976 segundos
274710,0.00099 segundos
274810,0.000975 segundos
274910,0.000975 segundos
275010,0.000975 segundos
275110,0.000977 segundos
275210,0.001014 segundos
275310,0.000999 segundos
275410,0.000975 segundos
275510,0.000974 segundos
275610,0.000995 segundos
275710,0.001005 segundos
275810,0.001027 segundos
275910,0.001094 segundos
276010,0.001224 segundos
276110,0.001502 segundos
276210,0.001505 segundos
276310,0.001727 segundos
276410,0.001774 segundos
276510,0.00208 segundos
276610,0.002136 segundos
276710,0.002318 segundos
276810,0.002272 segundos
276910,0.002284 segundos
277010,0.002294 segundos
277110,0.002629 segundos
277210,0.002681 segundos
277310,0.002553 segundos
277410,0.002638 segundos
277510,0.002563 segundos
277610,0.002664 segundos
277710,0.003477 segundos
277810,0.00457 segundos
277910,0.006491 segundos
278010,0.006394 segundos
278110,0.005941 segundos
278210,0.006344 segundos
278310,0.006215 segundos
278410,0.006106 segundos
278510,0.00601 segundos
278610,0.006153 segundos
278710,0.006187 segundos
278810,0.00603 segundos
278910,0.006954 segundos
279010,0.006359 segundos
279110,0.006008 segundos
279210,0.00643 segundos
279310,0.006014 segundos
279410,0.006049 segundos
279510,0.006313 segundos
279610,0.006755 segundos
279710,0.006077 segundos
279810,0.006307 segundos
279910,0.006142 segundos
280010,0.005974 segundos
280110,0.00586 segundos
280210,0.00618 segundos
280310,0.00609 segundos
280410,0.006093 segundos
280510,0.005987 segundos
280610,0.00599 segundos
280710,0.006459 segundos
280810,0.007009 segundos
280910,0.006304 segundos
281010,0.006393 segundos
281110,0.006201 segundos
281210,0.00679 segundos
281310,0.006846 segundos
281410,0.005927 segundos
281510,0.006377 segundos
281610,0.006232 segundos
281710,0.006547 segundos
281810,0.006227 segundos
281910,0.006134 segundos
282010,0.005997 segundos
282110,0.006716 segundos
282210,0.00675 segundos
282310,0.006842 segundos
282410,0.006311 segundos
282510,0.006006 segundos
282610,0.00594 segundos
282710,0.006742 segundos
282810,0.005895 segundos
282910,0.006364 segundos
283010,0.00594 segundos
283110,0.005902 segundos
283210,0.005946 segundos
283310,0.005882 segundos
283410,0.005932 segundos
283510,0.006533 segundos
283610,0.006898 segundos
283710,0.007088 segundos
283810,0.006563 segundos
283910,0.006007 segundos
284010,0.006551 segundos
284110,0.006223 segundos
284210,0.006234 segundos
284310,0.006108 segundos
284410,0.005939 segundos
284510,0.005893 segundos
284610,0.005863 segundos
284710,0.005935 segundos
284810,0.00622 segundos
284910,0.005872 segundos
285010,0.006127 segundos
285110,0.006408 segundos
285210,0.00654 segundos
285310,0.006377 segundos
285410,0.006107 segundos
285510,0.006577 segundos
285610,0.006205 segundos
285710,0.00599 segundos
285810,0.006025 segundos
285910,0.006018 segundos
286010,0.00601 segundos
286110,0.006346 segundos
286210,0.00613 segundos
286310,0.006262 segundos
286410,0.00626 segundos
286510,0.006518 segundos
286610,0.007127 segundos
286710,0.006914 segundos
286810,0.006279 segundos
286910,0.006224 segundos
287010,0.007024 segundos
287110,0.006081 segundos
287210,0.006053 segundos
287310,0.005973 segundos
287410,0.006169 segundos
287510,0.006134 segundos
287610,0.006326 segundos
287710,0.006083 segundos
287810,0.006084 segundos
287910,0.006331 segundos
288010,0.006161 segundos
288110,0.006787 segundos
288210,0.006255 segundos
288310,0.00636 segundos
288410,0.006457 segundos
288510,0.006484 segundos
288610,0.006117 segundos
288710,0.00631 segundos
288810,0.006152 segundos
288910,0.006077 segundos
289010,0.006038 segundos
289110,0.006024 segundos
289210,0.006948 segundos
289310,0.00597 segundos
289410,0.006586 segundos
289510,0.007427 segundos
289610,0.007084 segundos
289710,0.00717 segundos
289810,0.007244 segundos
289910,0.00748 segundos
290010,0.007201 segundos
290110,0.006331 segundos
290210,0.007244 segundos
290310,0.007269 segundos
290410,0.00724 segundos
290510,0.006154 segundos
290610,0.006348 segundos
290710,0.006174 segundos
290810,0.006264 segundos
290910,0.006375 segundos
291010,0.00694 segundos
291110,0.006507 segundos
291210,0.006315 segundos
291310,0.006173 segundos
291410,0.00606 segundos
291510,0.006162 segundos
291610,0.006048 segundos
291710,0.006081 segundos
291810,0.006475 segundos
291910,0.006238 segundos
292010,0.006384 segundos
292110,0.006815 segundos
292210,0.006703 segundos
292310,0.006498 segundos
292410,0.006235 segundos
292510,0.00649 segundos
292610,0.006303 segundos
292710,0.007171 segundos
292810,0.00621 segundos
292910,0.006234 segundos
293010,0.007285 segundos
293110,0.006091 segundos
293210,0.006239 segundos
293310,0.00679 segundos
293410,0.006843 segundos
293510,0.0067 segundos
293610,0.007037 segundos
293710,0.006109 segundos
293810,0.006383 segundos
293910,0.006639 segundos
294010,0.006847 segundos
294110,0.006212 segundos
294210,0.006293 segundos
294310,0.006133 segundos
294410,0.006183 segundos
294510,0.006632 segundos
294610,0.006985 segundos
294710,0.006281 segundos
294810,0.006553 segundos
294910,0.006807 segundos
295010,0.007008 segundos
295110,0.006858 segundos
295210,0.006987 segundos
295310,0.006739 segundos
295410,0.006964 segundos
295510,0.006814 segundos
295610,0.006654 segundos
295710,0.006792 segundos
295810,0.007429 segundos
295910,0.007268 segundos
296010,0.007193 segundos
296110,0.006667 segundos
296210,0.006246 segundos
296310,0.006826 segundos
296410,0.006545 segundos
296510,0.006433 segundos
296610,0.006509 segundos
296710,0.006812 segundos
296810,0.006345 segundos
296910,0.007357 segundos
297010,0.00694 segundos
297110,0.007152 segundos
297210,0.006625 segundos
297310,0.006604 segundos
297410,0.006298 segundos
297510,0.006359 segundos
297610,0.006376 segundos
297710,0.006307 segundos
297810,0.006679 segundos
297910,0.006852 segundos
298010,0.006779 segundos
298110,0.00707 segundos
298210,0.00631 segundos
298310,0.006732 segundos
298410,0.006491 segundos
298510,0.006686 segundos
298610,0.006797 segundos
298710,0.007282 segundos
298810,0.006615 segundos
298910,0.006796 segundos
299010,0.006557 segundos
299110,0.006319 segundos
299210,0.006463 segundos
299310,0.006683 segundos
299410,0.006719 segundos
299510,0.006746 segundos
299610,0.007172 segundos
299710,0.006543 segundos
299810,0.006933 segundos
299910,0.0076 segundos
300010,0.00644 segundos
300110,0.00718 segundos
300210,0.007314 segundos
300310,0.00676 segundos
300410,0.00665 segundos
300510,0.006603 segundos
300610,0.00637 segundos
300710,0.006553 segundos
300810,0.006423 segundos
300910,0.006381 segundos
301010,0.006424 segundos
301110,0.00642 segundos
301210,0.006386 segundos
301310,0.006385 segundos
301410,0.006508 segundos
301510,0.006575 segundos
301610,0.006952 segundos
301710,0.006512 segundos
301810,0.006403 segundos
301910,0.007061 segundos
302010,0.006788 segundos
302110,0.006811 segundos
302210,0.007006 segundos
302310,0.006414 segundos
302410,0.006386 segundos
302510,0.006621 segundos
302610,0.006351 segundos
302710,0.006312 segundos
302810,0.006334 segundos
302910,0.006304 segundos
303010,0.00635 segundos
303110,0.006804 segundos
303210,0.006632 segundos
303310,0.0065 segundos
303410,0.006554 segundos
303510,0.006539 segundos
303610,0.006546 segundos
303710,0.007117 segundos
303810,0.006697 segundos
303910,0.006906 segundos
304010,0.006809 segundos
304110,0.006712 segundos
304210,0.007016 segundos
304310,0.007113 segundos
304410,0.006477 segundos
304510,0.006469 segundos
304610,0.007068 segundos
304710,0.006654 segundos
304810,0.006577 segundos
304910,0.006856 segundos
305010,0.006713 segundos
305110,0.006749 segundos
305210,0.00757 segundos
305310,0.007646 segundos
305410,0.006425 segundos
305510,0.006479 segundos
305610,0.006803 segundos
305710,0.00645 segundos
305810,0.006619 segundos
305910,0.006509 segundos
306010,0.006747 segundos
306110,0.006384 segundos
306210,0.006411 segundos
306310,0.006515 segundos
306410,0.006472 segundos
306510,0.006569 segundos
306610,0.006776 segundos
306710,0.006517 segundos
306810,0.006453 segundos
306910,0.006642 segundos
307010,0.006615 segundos
307110,0.006442 segundos
307210,0.006724 segundos
307310,0.00655 segundos
307410,0.006616 segundos
307510,0.00658 segundos
307610,0.006694 segundos
307710,0.006755 segundos
307810,0.00664 segundos
307910,0.006601 segundos
308010,0.00653 segundos
308110,0.006439 segundos
308210,0.006805 segundos
308310,0.006776 segundos
308410,0.006669 segundos
308510,0.006753 segundos
308610,0.007055 segundos
308710,0.006876 segundos
308810,0.007173 segundos
308910,0.006682 segundos
309010,0.007521 segundos
309110,0.007719 segundos
309210,0.00659 segundos
309310,0.007183 segundos
309410,0.006689 segundos
309510,0.007307 segundos
309610,0.006617 segundos
309710,0.006995 segundos
309810,0.006832 segundos
309910,0.006708 segundos
310010,0.007227 segundos
310110,0.006798 segundos
310210,0.007249 segundos
310310,0.006931 segundos
310410,0.007037 segundos
310510,0.006545 segundos
310610,0.006901 segundos
310710,0.00726 segundos
310810,0.006813 segundos
310910,0.007559 segundos
311010,0.0077 segundos
311110,0.007679 segundos
311210,0.007667 segundos
311310,0.006193 segundos
311410,0.005987 segundos
311510,0.00541 segundos
311610,0.005717 segundos
311710,0.005553 segundos
311810,0.005863 segundos
311910,0.005322 segundos
312010,0.005515 segundos
312110,0.006081 segundos
312210,0.005261 segundos
312310,0.005278 segundos
312410,0.005589 segundos
312510,0.005275 segundos
312610,0.005563 segundos
312710,0.005441 segundos
312810,0.005572 segundos
312910,0.005491 segundos
313010,0.005331 segundos
313110,0.005813 segundos
313210,0.005297 segundos
313310,0.00563 segundos
313410,0.005353 segundos
313510,0.006003 segundos
313610,0.005771 segundos
313710,0.005262 segundos
313810,0.005717 segundos
313910,0.006099 segundos
314010,0.005247 segundos
314110,0.005896 segundos
314210,0.005578 segundos
314310,0.005456 segundos
314410,0.005498 segundos
314510,0.005786 segundos
314610,0.005289 segundos
314710,0.005646 segundos
314810,0.005842 segundos
314910,0.005261 segundos
315010,0.005545 segundos
315110,0.00584 segundos
315210,0.004778 segundos
315310,0.004649 segundos
315410,0.004597 segundos
315510,0.004427 segundos
315610,0.00441 segundos
315710,0.004456 segundos
315810,0.004491 segundos
315910,0.00443 segundos
316010,0.004422 segundos
316110,0.004991 segundos
316210,0.004826 segundos
316310,0.004691 segundos
316410,0.004551 segundos
316510,0.004397 segundos
316610,0.004448 segundos
316710,0.004471 segundos
316810,0.00445 segundos
316910,0.004707 segundos
317010,0.004952 segundos
317110,0.004497 segundos
317210,0.004611 segundos
317310,0.004592 segundos
317410,0.004486 segundos
317510,0.004452 segundos
317610,0.004441 segundos
317710,0.004441 segundos
317810,0.004414 segundos
317910,0.004486 segundos
318010,0.004454 segundos
318110,0.004418 segundos
318210,0.004599 segundos
318310,0.004424 segundos
318410,0.004566 segundos
318510,0.004643 segundos
318610,0.004574 segundos
318710,0.004501 segundos
318810,0.004886 segundos
318910,0.004519 segundos
319010,0.004474 segundos
319110,0.004491 segundos
319210,0.004477 segundos
319310,0.004636 segundos
319410,0.004815 segundos
319510,0.005043 segundos
319610,0.004777 segundos
319710,0.004557 segundos
319810,0.004779 segundos
319910,0.004468 segundos
320010,0.004647 segundos
320110,0.005001 segundos
320210,0.003839 segundos
320310,0.004196 segundos
320410,0.004275 segundos
320510,0.004187 segundos
320610,0.003922 segundos
320710,0.00379 segundos
320810,0.003808 segundos
320910,0.003843 segundos
321010,0.003902 segundos
321110,0.003792 segundos
321210,0.003805 segundos
321310,0.003879 segundos
321410,0.0038 segundos
321510,0.003807 segundos
321610,0.003918 segundos
321710,0.003777 segundos
321810,0.00382 segundos
321910,0.003827 segundos
322010,0.003838 segundos
322110,0.0038 segundos
322210,0.003825 segundos
322310,0.003822 segundos
322410,0.003838 segundos
322510,0.003888 segundos
322610,0.003889 segundos
322710,0.003831 segundos
322810,0.003808 segundos
322910,0.003818 segundos
323010,0.003835 segundos
323110,0.003886 segundos
323210,0.00394 segundos
323310,0.003904 segundos
323410,0.003799 segundos
323510,0.003925 segundos
323610,0.004085 segundos
323710,0.003836 segundos
323810,0.003906 segundos
323910,0.003857 segundos
324010,0.004043 segundos
324110,0.003866 segundos
324210,0.003929 segundos
324310,0.004247 segundos
324410,0.00426 segundos
324510,0.00418 segundos
324610,0.003912 segundos
324710,0.004152 segundos
324810,0.003841 segundos
324910,0.003939 segundos
325010,0.003882 segundos
325110,0.003913 segundos
325210,0.003912 segundos
325310,0.003875 segundos
325410,0.003866 segundos
325510,0.003907 segundos
325610,0.003835 segundos
325710,0.00382 segundos
325810,0.003944 segundos
325910,0.003915 segundos
326010,0.003852 segundos
326110,0.003819 segundos
326210,0.003815 segundos
326310,0.003593 segundos
326410,0.003362 segundos
326510,0.003355 segundos
326610,0.003587 segundos
326710,0.003431 segundos
326810,0.003364 segundos
326910,0.003445 segundos
327010,0.00336 segundos
327110,0.00336 segundos
327210,0.003354 segundos
327310,0.003353 segundos
327410,0.003434 segundos
327510,0.003393 segundos
327610,0.003519 segundos
327710,0.003385 segundos
327810,0.003371 segundos
327910,0.003378 segundos
328010,0.00339 segundos
328110,0.003395 segundos
328210,0.00336 segundos
328310,0.003433 segundos
328410,0.003381 segundos
328510,0.003467 segundos
328610,0.003412 segundos
328710,0.003392 segundos
328810,0.003491 segundos
328910,0.003568 segundos
329010,0.00353 segundos
329110,0.003448 segundos
329210,0.003429 segundos
329310,0.003405 segundos
329410,0.003414 segundos
329510,0.003387 segundos
329610,0.003418 segundos
329710,0.003381 segundos
329810,0.003409 segundos
329910,0.003404 segundos
330010,0.003429 segundos
330110,0.003443 segundos
330210,0.003462 segundos
330310,0.003516 segundos
330410,0.003412 segundos
330510,0.003428 segundos
330610,0.003446 segundos
330710,0.004024 segundos
330810,0.003684 segundos
330910,0.003449 segundos
331010,0.00342 segundos
331110,0.003436 segundos
331210,0.003472 segundos
331310,0.003403 segundos
331410,0.003442 segundos
331510,0.003422 segundos
331610,0.003414 segundos
331710,0.003441 segundos
331810,0.003431 segundos
331910,0.003421 segundos
332010,0.003447 segundos
332110,0.003438 segundos
332210,0.00344 segundos
332310,0.003433 segundos
332410,0.003421 segundos
332510,0.003453 segundos
332610,0.003413 segundos
332710,0.003445 segundos
332810,0.003573 segundos
332910,0.003457 segundos
333010,0.003442 segundos
333110,0.003542 segundos
333210,0.003561 segundos
333310,0.003559 segundos
333410,0.00342 segundos
333510,0.003434 segundos
333610,0.003381 segundos
333710,0.003206 segundos
333810,0.003113 segundos
333910,0.003163 segundos
334010,0.003057 segundos
334110,0.00311 segundos
334210,0.003078 segundos
334310,0.00316 segundos
334410,0.003082 segundos
334510,0.003346 segundos
334610,0.003148 segundos
334710,0.003053 segundos
334810,0.003175 segundos
334910,0.003092 segundos
335010,0.00308 segundos
335110,0.00313 segundos
335210,0.003067 segundos
335310,0.00308 segundos
335410,0.003303 segundos
335510,0.003187 segundos
335610,0.003178 segundos
335710,0.003068 segundos
335810,0.003065 segundos
335910,0.003086 segundos
336010,0.003078 segundos
336110,0.003148 segundos
336210,0.003061 segundos
336310,0.00307 segundos
336410,0.003073 segundos
336510,0.00306 segundos
336610,0.003158 segundos
336710,0.003115 segundos
336810,0.003447 segundos
336910,0.003133 segundos
337010,0.003253 segundos
337110,0.003087 segundos
337210,0.003128 segundos
337310,0.003118 segundos
337410,0.003101 segundos
337510,0.003155 segundos
337610,0.003086 segundos
337710,0.003121 segundos
337810,0.003244 segundos
337910,0.003096 segundos
338010,0.003087 segundos
338110,0.003084 segundos
338210,0.003083 segundos
338310,0.003106 segundos
338410,0.003089 segundos
338510,0.003119 segundos
338610,0.0031 segundos
338710,0.003234 segundos
338810,0.003312 segundos
338910,0.003236 segundos
339010,0.003175 segundos
339110,0.003126 segundos
339210,0.003095 segundos
339310,0.003148 segundos
339410,0.003149 segundos
339510,0.0031 segundos
339610,0.003108 segundos
339710,0.003099 segundos
339810,0.003133 segundos
339910,0.003115 segundos
340010,0.003114 segundos
340110,0.00316 segundos
340210,0.003129 segundos
340310,0.003179 segundos
340410,0.003126 segundos
340510,0.003156 segundos
340610,0.003261 segundos
340710,0.003452 segundos
340810,0.003154 segundos
340910,0.003608 segundos
341010,0.003494 segundos
341110,0.003157 segundos
341210,0.003243 segundos
341310,0.002883 segundos
341410,0.002827 segundos
341510,0.002893 segundos
341610,0.002875 segundos
341710,0.003091 segundos
341810,0.002806 segundos
341910,0.003311 segundos
342010,0.002809 segundos
342110,0.002843 segundos
342210,0.002899 segundos
342310,0.002836 segundos
342410,0.003256 segundos
342510,0.002827 segundos
342610,0.002979 segundos
342710,0.002838 segundos
342810,0.003022 segundos
342910,0.002861 segundos
343010,0.00281 segundos
343110,0.002869 segundos
343210,0.002866 segundos
343310,0.00286 segundos
343410,0.002827 segundos
343510,0.002827 segundos
343610,0.002815 segundos
343710,0.002835 segundos
343810,0.002855 segundos
343910,0.002833 segundos
344010,0.002844 segundos
344110,0.003139 segundos
344210,0.002904 segundos
344310,0.00289 segundos
344410,0.002939 segundos
344510,0.002885 segundos
344610,0.002819 segundos
344710,0.002854 segundos
344810,0.002855 segundos
344910,0.003006 segundos
345010,0.002921 segundos
345110,0.002966 segundos
345210,0.003171 segundos
345310,0.002832 segundos
345410,0.002937 segundos
345510,0.002828 segundos
345610,0.002834 segundos
345710,0.002814 segundos
345810,0.002884 segundos
345910,0.002902 segundos
346010,0.002817 segundos
346110,0.002851 segundos
346210,0.002873 segundos
346310,0.002855 segundos
346410,0.002836 segundos
346510,0.002865 segundos
346610,0.002884 segundos
346710,0.0029 segundos
346810,0.003262 segundos
346910,0.002964 segundos
347010,0.002921 segundos
347110,0.002902 segundos
347210,0.00288 segundos
347310,0.002943 segundos
347410,0.002841 segundos
347510,0.002852 segundos
347610,0.002865 segundos
347710,0.002921 segundos
347810,0.002876 segundos
347910,0.002843 segundos
348010,0.003067 segundos
348110,0.002875 segundos
348210,0.003024 segundos
348310,0.002937 segundos
348410,0.003131 segundos
348510,0.002952 segundos
348610,0.002906 segundos
348710,0.002896 segundos
348810,0.00301 segundos
348910,0.003141 segundos
349010,0.002865 segundos
349110,0.002943 segundos
349210,0.002905 segundos
349310,0.002902 segundos
349410,0.00287 segundos
349510,0.00292 segundos
349610,0.002909 segundos
349710,0.002912 segundos
349810,0.00263 segundos
349910,0.002607 segundos
350010,0.002663 segundos
350110,0.002723 segundos
350210,0.002656 segundos
350310,0.002643 segundos
350410,0.002628 segundos
350510,0.002729 segundos
350610,0.002622 segundos
350710,0.002707 segundos
350810,0.002858 segundos
350910,0.002643 segundos
351010,0.00267 segundos
351110,0.002917 segundos
351210,0.002633 segundos
351310,0.00266 segundos
351410,0.002672 segundos
351510,0.00262 segundos
351610,0.002655 segundos
351710,0.002729 segundos
351810,0.002671 segundos
351910,0.00261 segundos
352010,0.002667 segundos
352110,0.002636 segundos
352210,0.002617 segundos
352310,0.002675 segundos
352410,0.002624 segundos
352510,0.002658 segundos
352610,0.002636 segundos
352710,0.002766 segundos
352810,0.002812 segundos
352910,0.002645 segundos
353010,0.002738 segundos
353110,0.002649 segundos
353210,0.002688 segundos
353310,0.002623 segundos
353410,0.002656 segundos
353510,0.002629 segundos
353610,0.002682 segundos
353710,0.002736 segundos
353810,0.002653 segundos
353910,0.002674 segundos
354010,0.002764 segundos
354110,0.002668 segundos
354210,0.00265 segundos
354310,0.00265 segundos
354410,0.002682 segundos
354510,0.002675 segundos
354610,0.002624 segundos
354710,0.00268 segundos
354810,0.002649 segundos
354910,0.002687 segundos
355010,0.002669 segundos
355110,0.002666 segundos
355210,0.002636 segundos
355310,0.002662 segundos
355410,0.002674 segundos
355510,0.002712 segundos
355610,0.002695 segundos
355710,0.002692 segundos
355810,0.002672 segundos
355910,0.002681 segundos
356010,0.002772 segundos
356110,0.002694 segundos
356210,0.002717 segundos
356310,0.002742 segundos
356410,0.003049 segundos
356510,0.002679 segundos
356610,0.00267 segundos
356710,0.002659 segundos
356810,0.002654 segundos
356910,0.00268 segundos
357010,0.002722 segundos
357110,0.002818 segundos
357210,0.002725 segundos
357310,0.002679 segundos
357410,0.002716 segundos
357510,0.002671 segundos
357610,0.002984 segundos
357710,0.002673 segundos
357810,0.002864 segundos
357910,0.002686 segundos
358010,0.002812 segundos
358110,0.002682 segundos
358210,0.002693 segundos
358310,0.002708 segundos
358410,0.002959 segundos
358510,0.00268 segundos
358610,0.002941 segundos
358710,0.002679 segundos
358810,0.002751 segundos
358910,0.002655 segundos
359010,0.002702 segundos
359110,0.002692 segundos
359210,0.002712 segundos
359310,0.002451 segundos
359410,0.002512 segundos
359510,0.002491 segundos
359610,0.00252 segundos
359710,0.002465 segundos
359810,0.002484 segundos
359910,0.002471 segundos
360010,0.002482 segundos
360110,0.002452 segundos
360210,0.002462 segundos
360310,0.00252 segundos
360410,0.002502 segundos
360510,0.002548 segundos
360610,0.002478 segundos
360710,0.002593 segundos
360810,0.002476 segundos
360910,0.002685 segundos
361010,0.002885 segundos
361110,0.002466 segundos
361210,0.002577 segundos
361310,0.002481 segundos
361410,0.002578 segundos
361510,0.002462 segundos
361610,0.002514 segundos
361710,0.002565 segundos
361810,0.002538 segundos
361910,0.002471 segundos
362010,0.002516 segundos
362110,0.002523 segundos
362210,0.002622 segundos
362310,0.002497 segundos
362410,0.00251 segundos
362510,0.002697 segundos
362610,0.002557 segundos
362710,0.002564 segundos
362810,0.002622 segundos
362910,0.002579 segundos
363010,0.002565 segundos
363110,0.002581 segundos
363210,0.002555 segundos
363310,0.002473 segundos
363410,0.002481 segundos
363510,0.002639 segundos
363610,0.002483 segundos
363710,0.002519 segundos
363810,0.002491 segundos
363910,0.002533 segundos
364010,0.002506 segundos
364110,0.002502 segundos
364210,0.00248 segundos
364310,0.002569 segundos
364410,0.002494 segundos
364510,0.002574 segundos
364610,0.002481 segundos
364710,0.002568 segundos
364810,0.002478 segundos
364910,0.00251 segundos
365010,0.002489 segundos
365110,0.002496 segundos
365210,0.002556 segundos
365310,0.002603 segundos
365410,0.002535 segundos
365510,0.002511 segundos
365610,0.00275 segundos
365710,0.002516 segundos
365810,0.002863 segundos
365910,0.002955 segundos
366010,0.002939 segundos
366110,0.002898 segundos
366210,0.002913 segundos
366310,0.002607 segundos
366410,0.00284 segundos
366510,0.002815 segundos
366610,0.002558 segundos
366710,0.00253 segundos
366810,0.002531 segundos
366910,0.002522 segundos
367010,0.002636 segundos
367110,0.002663 segundos
367210,0.002599 segundos
367310,0.002554 segundos
367410,0.002532 segundos
367510,0.002577 segundos
367610,0.002588 segundos
367710,0.002545 segundos
367810,0.002651 segundos
367910,0.002542 segundos
368010,0.002548 segundos
368110,0.002525 segundos
368210,0.002516 segundos
368310,0.002634 segundos
368410,0.00254 segundos
368510,0.002843 segundos
368610,0.002571 segundos
368710,0.002857 segundos
368810,0.002431 segundos
368910,0.002319 segundos
369010,0.002428 segundos
369110,0.002421 segundos
369210,0.002317 segundos
369310,0.002326 segundos
369410,0.002393 segundos
369510,0.002417 segundos
369610,0.00234 segundos
369710,0.002349 segundos
369810,0.002329 segundos
369910,0.002318 segundos
370010,0.002358 segundos
370110,0.002386 segundos
370210,0.002364 segundos
370310,0.002417 segundos
370410,0.002357 segundos
370510,0.002581 segundos
370610,0.002352 segundos
370710,0.002436 segundos
370810,0.002422 segundos
370910,0.002409 segundos
371010,0.002431 segundos
371110,0.002416 segundos
371210,0.002359 segundos
371310,0.002349 segundos
371410,0.002404 segundos
371510,0.002374 segundos
371610,0.002476 segundos
371710,0.002416 segundos
371810,0.002584 segundos
371910,0.002391 segundos
372010,0.002373 segundos
372110,0.002363 segundos
372210,0.002391 segundos
372310,0.002366 segundos
372410,0.002335 segundos
372510,0.002382 segundos
372610,0.002457 segundos
372710,0.002392 segundos
372810,0.002517 segundos
372910,0.002382 segundos
373010,0.002371 segundos
373110,0.002497 segundos
373210,0.002348 segundos
373310,0.002385 segundos
373410,0.002504 segundos
373510,0.002394 segundos
373610,0.002447 segundos
373710,0.002345 segundos
373810,0.002423 segundos
373910,0.002408 segundos
374010,0.002449 segundos
374110,0.002374 segundos
374210,0.002391 segundos
374310,0.002384 segundos
374410,0.002381 segundos
374510,0.002374 segundos
374610,0.002352 segundos
374710,0.002391 segundos
374810,0.002358 segundos
374910,0.002411 segundos
375010,0.002687 segundos
375110,0.002378 segundos
375210,0.002432 segundos
375310,0.002415 segundos
375410,0.002399 segundos
375510,0.002375 segundos
375610,0.002382 segundos
375710,0.002461 segundos
375810,0.002398 segundos
375910,0.002391 segundos
376010,0.002506 segundos
376110,0.002386 segundos
376210,0.002422 segundos
376310,0.00243 segundos
376410,0.002472 segundos
376510,0.002393 segundos
376610,0.002487 segundos
376710,0.002402 segundos
376810,0.0025 segundos
376910,0.002504 segundos
377010,0.002712 segundos
377110,0.002387 segundos
377210,0.002369 segundos
377310,0.002429 segundos
377410,0.002476 segundos
377510,0.002406 segundos
377610,0.002392 segundos
377710,0.002378 segundos
377810,0.002424 segundos
377910,0.002426 segundos
378010,0.00245 segundos
378110,0.002378 segundos
378210,0.002381 segundos
378310,0.002403 segundos
378410,0.00238 segundos
378510,0.002385 segundos
378610,0.002413 segundos
378710,0.002397 segundos
378810,0.002376 segundos
378910,0.002418 segundos
379010,0.002393 segundos
379110,0.002229 segundos
379210,0.002215 segundos
379310,0.002249 segundos
379410,0.002241 segundos
379510,0.002307 segundos
379610,0.002231 segundos
379710,0.002223 segundos
379810,0.002334 segundos
379910,0.002211 segundos
380010,0.002263 segundos
380110,0.002283 segundos
380210,0.002259 segundos
380310,0.002266 segundos
380410,0.00222 segundos
380510,0.002245 segundos
380610,0.002616 segundos
380710,0.002328 segundos
380810,0.002377 segundos
380910,0.002253 segundos
381010,0.002249 segundos
381110,0.002326 segundos
381210,0.002261 segundos
381310,0.002282 segundos
381410,0.002265 segundos
381510,0.002271 segundos
381610,0.002232 segundos
381710,0.002269 segundos
381810,0.002226 segundos
381910,0.002279 segundos
382010,0.002223 segundos
382110,0.002255 segundos
382210,0.002416 segundos
382310,0.00226 segundos
382410,0.00233 segundos
382510,0.002364 segundos
382610,0.002279 segundos
382710,0.002228 segundos
382810,0.002278 segundos
382910,0.002261 segundos
383010,0.002251 segundos
383110,0.002255 segundos
383210,0.002252 segundos
383310,0.00229 segundos
383410,0.002253 segundos
383510,0.002414 segundos
383610,0.002304 segundos
383710,0.002234 segundos
383810,0.002303 segundos
383910,0.002265 segundos
384010,0.002273 segundos
384110,0.002279 segundos
384210,0.002272 segundos
384310,0.002365 segundos
384410,0.002283 segundos
384510,0.002247 segundos
384610,0.002257 segundos
384710,0.002272 segundos
384810,0.002244 segundos
384910,0.002253 segundos
385010,0.002251 segundos
385110,0.002247 segundos
385210,0.002301 segundos
385310,0.002268 segundos
385410,0.00226 segundos
385510,0.002374 segundos
385610,0.00226 segundos
385710,0.002255 segundos
385810,0.002259 segundos
385910,0.002303 segundos
386010,0.002268 segundos
386110,0.002264 segundos
386210,0.002254 segundos
386310,0.002357 segundos
386410,0.002283 segundos
386510,0.002263 segundos
386610,0.002274 segundos
386710,0.002292 segundos
386810,0.002262 segundos
386910,0.002277 segundos
387010,0.002292 segundos
387110,0.002256 segundos
387210,0.00231 segundos
387310,0.002261 segundos
387410,0.002312 segundos
387510,0.002261 segundos
387610,0.002283 segundos
387710,0.002276 segundos
387810,0.002258 segundos
387910,0.002281 segundos
388010,0.002261 segundos
388110,0.002283 segundos
